"country_name","year","water_source_type","water_treatment","avg_bacterial_count","avg_clean_water_access","sample_count","effectiveness_score","trend_flag"
"China",2002,"Lake","Boiling","2179.64","36.90","70","115.10","Worsening"
"China",2004,"Lake","Boiling","2850.36","86.77","55","158.27","Improving"
"China",2006,"Lake","Boiling","2397.56","44.73","90","120.75","Worsening"
"China",2007,"Lake","Boiling","2984.82","89.28","85","159.43","Improving"
"China",2008,"Lake","Boiling","2244.65","41.49","85","119.04","Worsening"
"China",2011,"Lake","Boiling","2384.56","48.44","80","124.59","Improving"
"China",2012,"Lake","Boiling","1884.56","88.96","90","170.11","Improving"
"China",2014,"Lake","Boiling","1564.64","78.08","55","162.43","Worsening"
"China",2017,"Lake","Boiling","2746.00","42.05","60","114.59","Worsening"
"China",2023,"Lake","Boiling","2304.80","68.51","100","145.46","Improving"
"China",2024,"Lake","Boiling","2720.07","71.39","75","144.19","Worsening"
"China",2002,"Lake","Chlorination","2179.64","97.14","70","175.34","N/A"
"China",2003,"Lake","Chlorination","1725.85","85.48","65","168.22","Worsening"
"China",2005,"Lake","Chlorination","2662.14","37.02","70","110.40","Worsening"
"China",2007,"Lake","Chlorination","2984.82","93.37","85","163.52","Improving"
"China",2008,"Lake","Chlorination","2244.65","70.71","170","148.26","Worsening"
"China",2009,"Lake","Chlorination","2294.92","89.60","65","166.65","Improving"
"China",2010,"Lake","Chlorination","2544.20","70.91","50","145.47","Worsening"
"China",2011,"Lake","Chlorination","2384.56","42.11","80","118.26","Worsening"
"China",2014,"Lake","Chlorination","1564.64","64.79","55","149.14","Improving"
"China",2015,"Lake","Chlorination","2140.63","62.95","40","141.54","Worsening"
"China",2016,"Lake","Chlorination","2411.78","64.54","45","140.42","Worsening"
"China",2018,"Lake","Chlorination","3333.57","56.25","35","122.91","Worsening"
"China",2021,"Lake","Chlorination","2293.25","98.60","40","175.67","Improving"
"China",2022,"Lake","Chlorination","2702.48","54.98","105","127.96","Worsening"
"China",2023,"Lake","Chlorination","2304.80","47.86","50","124.81","Worsening"
"China",2024,"Lake","Chlorination","2720.07","44.75","75","117.55","Worsening"
"China",2003,"Lake","Filtration","1725.85","86.43","130","169.17","N/A"
"China",2008,"Lake","Filtration","2244.65","76.10","170","153.65","Worsening"
"China",2010,"Lake","Filtration","2544.20","93.67","50","168.23","Improving"
"China",2011,"Lake","Filtration","2384.56","88.74","80","164.89","Worsening"
"China",2012,"Lake","Filtration","1884.56","38.62","45","119.77","Worsening"
"China",2015,"Lake","Filtration","2140.63","67.41","40","146.00","Improving"
"China",2020,"Lake","Filtration","2602.15","55.15","130","129.13","Worsening"
"China",2021,"Lake","Filtration","2293.25","65.57","40","142.64","Improving"
"China",2022,"Lake","Filtration","2702.48","98.38","105","171.36","Improving"
"China",2003,"Pond","Boiling","1725.85","48.05","65","130.79","N/A"
"China",2004,"Pond","Boiling","2850.36","86.88","110","158.38","Improving"
"China",2007,"Pond","Boiling","2984.82","35.47","85","105.62","Worsening"
"China",2011,"Pond","Boiling","2384.56","53.51","80","129.66","Improving"
"China",2013,"Pond","Boiling","2328.93","38.15","75","114.86","Worsening"
"China",2014,"Pond","Boiling","1564.64","78.86","55","163.21","Improving"
"China",2016,"Pond","Boiling","2411.78","87.27","45","163.15","Stable"
"China",2020,"Pond","Boiling","2602.15","47.05","65","121.03","Worsening"
"China",2022,"Pond","Boiling","2702.48","98.49","210","171.47","Improving"
"China",2023,"Pond","Boiling","2304.80","75.73","50","152.68","Worsening"
"China",2000,"Pond","Chlorination","2057.71","35.57","70","114.99","N/A"
"China",2001,"Pond","Chlorination","2586.22","31.67","45","105.81","Worsening"
"China",2004,"Pond","Chlorination","2850.36","56.81","55","128.31","Improving"
"China",2005,"Pond","Chlorination","2662.14","88.20","140","161.58","Improving"
"China",2009,"Pond","Chlorination","2294.92","53.16","65","130.21","Worsening"
"China",2010,"Pond","Chlorination","2544.20","95.34","50","169.90","Improving"
"China",2012,"Pond","Chlorination","1884.56","34.34","45","115.49","Worsening"
"China",2016,"Pond","Chlorination","2411.78","81.55","45","157.43","Improving"
"China",2020,"Pond","Chlorination","2602.15","58.39","65","132.37","Worsening"
"China",2022,"Pond","Chlorination","2702.48","31.33","105","104.31","Worsening"
"China",2024,"Pond","Chlorination","2720.07","56.52","75","129.32","Improving"
"China",2001,"Pond","Filtration","2586.22","79.98","45","154.12","N/A"
"China",2003,"Pond","Filtration","1725.85","95.26","65","178.00","Improving"
"China",2004,"Pond","Filtration","2850.36","62.01","55","133.51","Worsening"
"China",2005,"Pond","Filtration","2662.14","98.90","70","172.28","Improving"
"China",2010,"Pond","Filtration","2544.20","81.56","50","156.12","Worsening"
"China",2017,"Pond","Filtration","2746.00","52.74","60","125.28","Worsening"
"China",2021,"Pond","Filtration","2293.25","32.01","40","109.08","Worsening"
"China",2022,"Pond","Filtration","2702.48","65.64","105","138.62","Improving"
"China",2000,"River","Boiling","2057.71","87.94","70","167.36","N/A"
"China",2002,"River","Boiling","2179.64","69.44","140","147.64","Worsening"
"China",2004,"River","Boiling","2850.36","71.91","110","143.41","Worsening"
"China",2005,"River","Boiling","2662.14","97.16","70","170.54","Improving"
"China",2009,"River","Boiling","2294.92","35.81","65","112.86","Worsening"
"China",2013,"River","Boiling","2328.93","72.25","75","148.96","Improving"
"China",2015,"River","Boiling","2140.63","65.83","40","144.42","Worsening"
"China",2019,"River","Boiling","2950.86","82.82","70","153.31","Improving"
"China",2022,"River","Boiling","2702.48","73.04","210","146.02","Worsening"
"China",2023,"River","Boiling","2304.80","32.88","50","109.83","Worsening"
"China",2000,"River","Chlorination","2057.71","65.50","140","144.92","N/A"
"China",2005,"River","Chlorination","2662.14","58.84","140","132.22","Worsening"
"China",2006,"River","Chlorination","2397.56","33.15","90","109.17","Worsening"
"China",2007,"River","Chlorination","2984.82","60.78","255","130.93","Improving"
"China",2008,"River","Chlorination","2244.65","97.70","85","175.25","Improving"
"China",2009,"River","Chlorination","2294.92","59.30","65","136.35","Worsening"
"China",2013,"River","Chlorination","2328.93","90.96","75","167.67","Improving"
"China",2016,"River","Chlorination","2411.78","38.18","45","114.06","Worsening"
"China",2022,"River","Chlorination","2702.48","95.01","105","167.99","Improving"
"China",2023,"River","Chlorination","2304.80","31.98","50","108.93","Worsening"
"China",2001,"River","Filtration","2586.22","52.58","45","126.72","N/A"
"China",2002,"River","Filtration","2179.64","66.77","140","144.97","Improving"
"China",2007,"River","Filtration","2984.82","81.68","85","151.83","Improving"
"China",2008,"River","Filtration","2244.65","87.99","85","165.54","Improving"
"China",2009,"River","Filtration","2294.92","52.46","65","129.51","Worsening"
"China",2010,"River","Filtration","2544.20","96.86","50","171.42","Improving"
"China",2011,"River","Filtration","2384.56","32.38","80","108.53","Worsening"
"China",2014,"River","Filtration","1564.64","44.15","55","128.50","Improving"
"China",2019,"River","Filtration","2950.86","63.87","35","134.36","Improving"
"China",2020,"River","Filtration","2602.15","78.03","65","152.01","Improving"
"China",2022,"River","Filtration","2702.48","49.99","210","122.97","Worsening"
"China",2024,"River","Filtration","2720.07","81.51","150","154.31","Improving"
"China",2004,"Spring","Boiling","2850.36","57.18","55","128.68","N/A"
"China",2005,"Spring","Boiling","2662.14","51.59","70","124.97","Worsening"
"China",2006,"Spring","Boiling","2397.56","64.42","180","140.44","Improving"
"China",2011,"Spring","Boiling","2384.56","72.56","80","148.71","Improving"
"China",2012,"Spring","Boiling","1884.56","92.70","45","173.85","Improving"
"China",2013,"Spring","Boiling","2328.93","41.32","75","118.03","Worsening"
"China",2014,"Spring","Boiling","1564.64","73.02","55","157.37","Improving"
"China",2016,"Spring","Boiling","2411.78","56.65","90","132.53","Worsening"
"China",2019,"Spring","Boiling","2950.86","69.46","35","139.95","Improving"
"China",2020,"Spring","Boiling","2602.15","76.57","65","150.55","Improving"
"China",2021,"Spring","Boiling","2293.25","99.72","40","176.79","Improving"
"China",2024,"Spring","Boiling","2720.07","59.38","150","132.18","Worsening"
"China",2001,"Spring","Chlorination","2586.22","41.75","45","115.89","N/A"
"China",2002,"Spring","Chlorination","2179.64","86.42","70","164.62","Improving"
"China",2003,"Spring","Chlorination","1725.85","85.71","65","168.45","Improving"
"China",2006,"Spring","Chlorination","2397.56","72.18","180","148.20","Worsening"
"China",2008,"Spring","Chlorination","2244.65","46.26","85","123.81","Worsening"
"China",2013,"Spring","Chlorination","2328.93","75.83","75","152.54","Improving"
"China",2014,"Spring","Chlorination","1564.64","96.42","55","180.77","Improving"
"China",2016,"Spring","Chlorination","2411.78","35.38","45","111.26","Worsening"
"China",2017,"Spring","Chlorination","2746.00","37.15","60","109.69","Worsening"
"China",2019,"Spring","Chlorination","2950.86","47.20","35","117.69","Improving"
"China",2020,"Spring","Chlorination","2602.15","45.74","65","119.72","Improving"
"China",2022,"Spring","Chlorination","2702.48","66.40","105","139.38","Improving"
"China",2024,"Spring","Chlorination","2720.07","71.52","150","144.32","Improving"
"China",2000,"Spring","Filtration","2057.71","74.40","140","153.82","N/A"
"China",2001,"Spring","Filtration","2586.22","75.76","45","149.90","Worsening"
"China",2002,"Spring","Filtration","2179.64","86.22","210","164.42","Improving"
"China",2004,"Spring","Filtration","2850.36","38.45","55","109.95","Worsening"
"China",2005,"Spring","Filtration","2662.14","83.27","70","156.65","Improving"
"China",2007,"Spring","Filtration","2984.82","82.49","85","152.64","Worsening"
"China",2010,"Spring","Filtration","2544.20","91.43","50","165.99","Improving"
"China",2013,"Spring","Filtration","2328.93","41.20","75","117.91","Worsening"
"China",2014,"Spring","Filtration","1564.64","70.14","55","154.49","Improving"
"China",2017,"Spring","Filtration","2746.00","74.36","120","146.90","Worsening"
"China",2022,"Spring","Filtration","2702.48","87.44","105","160.42","Improving"
"China",2003,"Tap","Boiling","1725.85","43.92","65","126.66","N/A"
"China",2006,"Tap","Boiling","2397.56","53.39","180","129.41","Improving"
"China",2008,"Tap","Boiling","2244.65","50.13","85","127.68","Worsening"
"China",2009,"Tap","Boiling","2294.92","69.82","65","146.87","Improving"
"China",2011,"Tap","Boiling","2384.56","73.61","160","149.76","Improving"
"China",2012,"Tap","Boiling","1884.56","76.98","45","158.13","Improving"
"China",2013,"Tap","Boiling","2328.93","71.51","150","148.22","Worsening"
"China",2015,"Tap","Boiling","2140.63","34.56","40","113.15","Worsening"
"China",2018,"Tap","Boiling","3333.57","85.19","35","151.85","Improving"
"China",2024,"Tap","Boiling","2720.07","91.81","75","164.61","Improving"
"China",2002,"Tap","Chlorination","2179.64","76.54","140","154.74","N/A"
"China",2003,"Tap","Chlorination","1725.85","32.38","130","115.12","Worsening"
"China",2004,"Tap","Chlorination","2850.36","85.39","55","156.89","Improving"
"China",2009,"Tap","Chlorination","2294.92","34.31","130","111.36","Worsening"
"China",2011,"Tap","Chlorination","2384.56","40.92","160","117.07","Improving"
"China",2015,"Tap","Chlorination","2140.63","69.61","80","148.20","Improving"
"China",2021,"Tap","Chlorination","2293.25","50.98","40","128.05","Worsening"
"China",2023,"Tap","Chlorination","2304.80","68.75","50","145.70","Improving"
"China",2000,"Tap","Filtration","2057.71","61.54","140","140.96","N/A"
"China",2001,"Tap","Filtration","2586.22","59.71","90","133.85","Worsening"
"China",2005,"Tap","Filtration","2662.14","55.31","140","128.69","Worsening"
"China",2006,"Tap","Filtration","2397.56","83.63","90","159.65","Improving"
"China",2007,"Tap","Filtration","2984.82","41.32","85","111.47","Worsening"
"China",2011,"Tap","Filtration","2384.56","75.52","80","151.67","Improving"
"China",2019,"Tap","Filtration","2950.86","99.87","35","170.36","Improving"
"China",2021,"Tap","Filtration","2293.25","76.21","40","153.28","Worsening"
"China",2022,"Tap","Filtration","2702.48","75.77","105","148.75","Worsening"
"China",2024,"Tap","Filtration","2720.07","93.47","75","166.27","Improving"
"China",2000,"Well","Boiling","2057.71","75.20","140","154.62","N/A"
"China",2003,"Well","Boiling","1725.85","36.86","65","119.60","Worsening"
"China",2007,"Well","Boiling","2984.82","42.92","85","113.07","Worsening"
"China",2008,"Well","Boiling","2244.65","72.25","255","149.80","Improving"
"China",2009,"Well","Boiling","2294.92","70.74","130","147.79","Worsening"
"China",2010,"Well","Boiling","2544.20","48.73","100","123.29","Worsening"
"China",2011,"Well","Boiling","2384.56","78.54","80","154.69","Improving"
"China",2012,"Well","Boiling","1884.56","75.86","90","157.01","Improving"
"China",2016,"Well","Boiling","2411.78","95.57","45","171.45","Improving"
"China",2017,"Well","Boiling","2746.00","48.32","60","120.86","Worsening"
"China",2021,"Well","Boiling","2293.25","90.36","40","167.43","Improving"
"China",2023,"Well","Boiling","2304.80","54.24","100","131.19","Worsening"
"China",2024,"Well","Boiling","2720.07","55.56","75","128.36","Worsening"
"China",2006,"Well","Chlorination","2397.56","47.13","90","123.15","N/A"
"China",2010,"Well","Chlorination","2544.20","39.56","50","114.12","Worsening"
"China",2011,"Well","Chlorination","2384.56","81.09","80","157.24","Improving"
"China",2013,"Well","Chlorination","2328.93","44.06","75","120.77","Worsening"
"China",2014,"Well","Chlorination","1564.64","30.79","55","115.14","Worsening"
"China",2015,"Well","Chlorination","2140.63","93.43","40","172.02","Improving"
"China",2017,"Well","Chlorination","2746.00","61.89","120","134.43","Worsening"
"China",2018,"Well","Chlorination","3333.57","76.98","35","143.64","Improving"
"China",2003,"Well","Filtration","1725.85","93.91","65","176.65","N/A"
"China",2005,"Well","Filtration","2662.14","56.71","70","130.09","Worsening"
"China",2007,"Well","Filtration","2984.82","76.16","85","146.31","Improving"
"China",2013,"Well","Filtration","2328.93","64.55","75","141.26","Worsening"
"China",2018,"Well","Filtration","3333.57","92.65","35","159.31","Improving"
"China",2020,"Well","Filtration","2602.15","81.79","65","155.77","Worsening"
"China",2022,"Well","Filtration","2702.48","44.59","105","117.57","Worsening"
"Ethiopia",2000,"Lake","Boiling","3107.47","37.90","75","106.83","N/A"
"Ethiopia",2001,"Lake","Boiling","2173.40","93.04","75","171.31","Improving"
"Ethiopia",2004,"Lake","Boiling","2137.17","48.24","30","126.87","Worsening"
"Ethiopia",2006,"Lake","Boiling","2632.13","59.58","80","133.26","Improving"
"Ethiopia",2007,"Lake","Boiling","2951.11","30.62","45","101.11","Worsening"
"Ethiopia",2010,"Lake","Boiling","2578.46","86.73","65","160.95","Improving"
"Ethiopia",2013,"Lake","Boiling","2568.63","63.88","80","138.19","Worsening"
"Ethiopia",2015,"Lake","Boiling","2663.44","83.94","45","157.31","Improving"
"Ethiopia",2018,"Lake","Boiling","1766.30","31.87","50","114.21","Worsening"
"Ethiopia",2020,"Lake","Boiling","2416.00","83.88","90","159.72","Improving"
"Ethiopia",2001,"Lake","Chlorination","2173.40","46.59","75","124.86","N/A"
"Ethiopia",2006,"Lake","Chlorination","2632.13","90.10","80","163.78","Improving"
"Ethiopia",2008,"Lake","Chlorination","2478.33","73.97","45","149.19","Worsening"
"Ethiopia",2011,"Lake","Chlorination","2230.13","63.71","75","141.41","Worsening"
"Ethiopia",2012,"Lake","Chlorination","2233.21","71.46","70","149.13","Improving"
"Ethiopia",2013,"Lake","Chlorination","2568.63","78.11","40","152.42","Improving"
"Ethiopia",2014,"Lake","Chlorination","2853.67","42.80","45","114.26","Worsening"
"Ethiopia",2019,"Lake","Chlorination","2669.56","88.58","80","161.88","Improving"
"Ethiopia",2021,"Lake","Chlorination","3207.20","46.80","150","114.73","Worsening"
"Ethiopia",2022,"Lake","Chlorination","2646.00","38.07","50","111.61","Worsening"
"Ethiopia",2024,"Lake","Chlorination","2232.64","71.63","70","149.30","Improving"
"Ethiopia",2000,"Lake","Filtration","3107.47","65.34","225","134.27","N/A"
"Ethiopia",2014,"Lake","Filtration","2853.67","87.93","45","159.39","Improving"
"Ethiopia",2015,"Lake","Filtration","2663.44","53.41","45","126.78","Worsening"
"Ethiopia",2016,"Lake","Filtration","1814.33","67.19","45","149.05","Improving"
"Ethiopia",2017,"Lake","Filtration","2524.67","36.12","30","110.87","Worsening"
"Ethiopia",2019,"Lake","Filtration","2669.56","50.28","240","123.58","Improving"
"Ethiopia",2024,"Lake","Filtration","2232.64","59.47","140","137.14","Improving"
"Ethiopia",2000,"Pond","Boiling","3107.47","34.64","75","103.57","N/A"
"Ethiopia",2003,"Pond","Boiling","2999.00","40.21","35","110.22","Improving"
"Ethiopia",2004,"Pond","Boiling","2137.17","44.08","30","122.71","Improving"
"Ethiopia",2005,"Pond","Boiling","3031.00","43.92","70","113.61","Worsening"
"Ethiopia",2007,"Pond","Boiling","2951.11","37.19","45","107.68","Worsening"
"Ethiopia",2009,"Pond","Boiling","2256.94","40.31","85","117.74","Improving"
"Ethiopia",2020,"Pond","Boiling","2416.00","44.61","90","120.45","Improving"
"Ethiopia",2021,"Pond","Boiling","3207.20","31.29","75","99.22","Worsening"
"Ethiopia",2024,"Pond","Boiling","2232.64","39.50","70","117.17","Improving"
"Ethiopia",2000,"Pond","Chlorination","3107.47","50.64","75","119.57","N/A"
"Ethiopia",2002,"Pond","Chlorination","1477.10","78.61","100","163.84","Improving"
"Ethiopia",2006,"Pond","Chlorination","2632.13","87.27","80","160.95","Worsening"
"Ethiopia",2009,"Pond","Chlorination","2256.94","45.98","85","123.41","Worsening"
"Ethiopia",2010,"Pond","Chlorination","2578.46","46.51","65","120.73","Worsening"
"Ethiopia",2015,"Pond","Chlorination","2663.44","70.62","45","143.99","Improving"
"Ethiopia",2016,"Pond","Chlorination","1814.33","66.98","45","148.84","Improving"
"Ethiopia",2019,"Pond","Chlorination","2669.56","68.30","80","141.60","Worsening"
"Ethiopia",2023,"Pond","Chlorination","2936.33","74.05","135","144.69","Improving"
"Ethiopia",2024,"Pond","Chlorination","2232.64","51.28","70","128.95","Worsening"
"Ethiopia",2000,"Pond","Filtration","3107.47","58.88","75","127.81","N/A"
"Ethiopia",2001,"Pond","Filtration","2173.40","60.82","75","139.09","Improving"
"Ethiopia",2002,"Pond","Filtration","1477.10","43.46","50","128.69","Worsening"
"Ethiopia",2006,"Pond","Filtration","2632.13","81.53","160","155.21","Improving"
"Ethiopia",2010,"Pond","Filtration","2578.46","42.22","65","116.44","Worsening"
"Ethiopia",2011,"Pond","Filtration","2230.13","76.52","150","154.22","Improving"
"Ethiopia",2012,"Pond","Filtration","2233.21","74.87","70","152.54","Worsening"
"Ethiopia",2021,"Pond","Filtration","3207.20","41.84","75","109.77","Worsening"
"Ethiopia",2023,"Pond","Filtration","2936.33","88.72","90","159.36","Improving"
"Ethiopia",2024,"Pond","Filtration","2232.64","76.87","70","154.54","Worsening"
"Ethiopia",2000,"River","Boiling","3107.47","86.96","150","155.89","N/A"
"Ethiopia",2001,"River","Boiling","2173.40","79.12","75","157.39","Improving"
"Ethiopia",2005,"River","Boiling","3031.00","78.68","70","148.37","Worsening"
"Ethiopia",2006,"River","Boiling","2632.13","96.22","80","169.90","Improving"
"Ethiopia",2007,"River","Boiling","2951.11","63.73","45","134.22","Worsening"
"Ethiopia",2009,"River","Boiling","2256.94","71.18","85","148.61","Improving"
"Ethiopia",2010,"River","Boiling","2578.46","96.32","65","170.54","Improving"
"Ethiopia",2011,"River","Boiling","2230.13","65.07","75","142.77","Worsening"
"Ethiopia",2013,"River","Boiling","2568.63","64.60","40","138.91","Worsening"
"Ethiopia",2015,"River","Boiling","2663.44","66.73","45","140.10","Improving"
"Ethiopia",2018,"River","Boiling","1766.30","65.58","100","147.92","Improving"
"Ethiopia",2022,"River","Boiling","2646.00","64.88","50","138.42","Worsening"
"Ethiopia",2000,"River","Chlorination","3107.47","70.75","75","139.68","N/A"
"Ethiopia",2001,"River","Chlorination","2173.40","75.56","75","153.83","Improving"
"Ethiopia",2005,"River","Chlorination","3031.00","80.12","70","149.81","Worsening"
"Ethiopia",2009,"River","Chlorination","2256.94","36.38","85","113.81","Worsening"
"Ethiopia",2013,"River","Chlorination","2568.63","49.19","40","123.50","Improving"
"Ethiopia",2014,"River","Chlorination","2853.67","91.89","90","163.35","Improving"
"Ethiopia",2015,"River","Chlorination","2663.44","69.61","45","142.98","Worsening"
"Ethiopia",2017,"River","Chlorination","2524.67","77.41","30","152.16","Improving"
"Ethiopia",2019,"River","Chlorination","2669.56","30.13","80","103.43","Worsening"
"Ethiopia",2020,"River","Chlorination","2416.00","50.63","270","126.47","Improving"
"Ethiopia",2022,"River","Chlorination","2646.00","40.37","50","113.91","Worsening"
"Ethiopia",2001,"River","Filtration","2173.40","33.17","75","111.44","N/A"
"Ethiopia",2002,"River","Filtration","1477.10","61.20","50","146.43","Improving"
"Ethiopia",2008,"River","Filtration","2478.33","58.58","90","133.80","Worsening"
"Ethiopia",2009,"River","Filtration","2256.94","92.75","85","170.18","Improving"
"Ethiopia",2011,"River","Filtration","2230.13","60.93","150","138.63","Worsening"
"Ethiopia",2016,"River","Filtration","1814.33","66.44","45","148.30","Improving"
"Ethiopia",2018,"River","Filtration","1766.30","82.39","100","164.73","Improving"
"Ethiopia",2021,"River","Filtration","3207.20","37.32","75","105.25","Worsening"
"Ethiopia",2001,"Spring","Boiling","2173.40","80.18","150","158.45","N/A"
"Ethiopia",2003,"Spring","Boiling","2999.00","99.59","35","169.60","Improving"
"Ethiopia",2006,"Spring","Boiling","2632.13","60.72","80","134.40","Worsening"
"Ethiopia",2007,"Spring","Boiling","2951.11","44.83","45","115.32","Worsening"
"Ethiopia",2012,"Spring","Boiling","2233.21","47.26","140","124.93","Improving"
"Ethiopia",2018,"Spring","Boiling","1766.30","82.65","50","164.99","Improving"
"Ethiopia",2020,"Spring","Boiling","2416.00","64.84","180","140.68","Worsening"
"Ethiopia",2024,"Spring","Boiling","2232.64","92.37","140","170.04","Improving"
"Ethiopia",2000,"Spring","Chlorination","3107.47","42.41","75","111.34","N/A"
"Ethiopia",2002,"Spring","Chlorination","1477.10","67.99","100","153.22","Improving"
"Ethiopia",2006,"Spring","Chlorination","2632.13","50.94","160","124.62","Worsening"
"Ethiopia",2009,"Spring","Chlorination","2256.94","67.62","255","145.05","Improving"
"Ethiopia",2011,"Spring","Chlorination","2230.13","85.09","75","162.79","Improving"
"Ethiopia",2012,"Spring","Chlorination","2233.21","81.32","140","158.99","Worsening"
"Ethiopia",2019,"Spring","Chlorination","2669.56","84.67","160","157.97","Worsening"
"Ethiopia",2021,"Spring","Chlorination","3207.20","53.22","150","121.15","Worsening"
"Ethiopia",2022,"Spring","Chlorination","2646.00","37.13","50","110.67","Worsening"
"Ethiopia",2024,"Spring","Chlorination","2232.64","66.93","210","144.60","Improving"
"Ethiopia",2001,"Spring","Filtration","2173.40","84.27","75","162.54","N/A"
"Ethiopia",2006,"Spring","Filtration","2632.13","77.48","80","151.16","Worsening"
"Ethiopia",2012,"Spring","Filtration","2233.21","47.34","70","125.01","Worsening"
"Ethiopia",2014,"Spring","Filtration","2853.67","61.80","90","133.26","Improving"
"Ethiopia",2015,"Spring","Filtration","2663.44","57.80","45","131.17","Worsening"
"Ethiopia",2016,"Spring","Filtration","1814.33","41.85","45","123.71","Worsening"
"Ethiopia",2018,"Spring","Filtration","1766.30","45.26","50","127.60","Improving"
"Ethiopia",2020,"Spring","Filtration","2416.00","70.30","90","146.14","Improving"
"Ethiopia",2021,"Spring","Filtration","3207.20","70.68","75","138.61","Worsening"
"Ethiopia",2024,"Spring","Filtration","2232.64","75.84","70","153.51","Improving"
"Ethiopia",2006,"Tap","Boiling","2632.13","57.21","80","130.89","N/A"
"Ethiopia",2010,"Tap","Boiling","2578.46","66.24","130","140.46","Improving"
"Ethiopia",2011,"Tap","Boiling","2230.13","74.43","150","152.13","Improving"
"Ethiopia",2016,"Tap","Boiling","1814.33","51.42","45","133.28","Worsening"
"Ethiopia",2017,"Tap","Boiling","2524.67","58.60","60","133.35","Stable"
"Ethiopia",2019,"Tap","Boiling","2669.56","93.73","80","167.03","Improving"
"Ethiopia",2021,"Tap","Boiling","3207.20","57.48","75","125.41","Worsening"
"Ethiopia",2022,"Tap","Boiling","2646.00","86.26","50","159.80","Improving"
"Ethiopia",2000,"Tap","Chlorination","3107.47","69.38","150","138.31","N/A"
"Ethiopia",2001,"Tap","Chlorination","2173.40","38.20","75","116.47","Worsening"
"Ethiopia",2003,"Tap","Chlorination","2999.00","47.68","35","117.69","Improving"
"Ethiopia",2004,"Tap","Chlorination","2137.17","30.38","30","109.01","Worsening"
"Ethiopia",2005,"Tap","Chlorination","3031.00","94.88","70","164.57","Improving"
"Ethiopia",2007,"Tap","Chlorination","2951.11","53.97","45","124.46","Worsening"
"Ethiopia",2009,"Tap","Chlorination","2256.94","59.21","85","136.64","Improving"
"Ethiopia",2011,"Tap","Chlorination","2230.13","89.31","75","167.01","Improving"
"Ethiopia",2016,"Tap","Chlorination","1814.33","91.33","45","173.19","Improving"
"Ethiopia",2020,"Tap","Chlorination","2416.00","55.18","90","131.02","Worsening"
"Ethiopia",2021,"Tap","Chlorination","3207.20","37.40","75","105.33","Worsening"
"Ethiopia",2003,"Tap","Filtration","2999.00","33.43","35","103.44","N/A"
"Ethiopia",2004,"Tap","Filtration","2137.17","32.40","30","111.03","Improving"
"Ethiopia",2005,"Tap","Filtration","3031.00","55.38","140","125.07","Improving"
"Ethiopia",2006,"Tap","Filtration","2632.13","43.66","80","117.34","Worsening"
"Ethiopia",2008,"Tap","Filtration","2478.33","87.94","45","163.16","Improving"
"Ethiopia",2011,"Tap","Filtration","2230.13","69.38","75","147.08","Worsening"
"Ethiopia",2012,"Tap","Filtration","2233.21","57.23","70","134.90","Worsening"
"Ethiopia",2013,"Tap","Filtration","2568.63","42.83","40","117.14","Worsening"
"Ethiopia",2016,"Tap","Filtration","1814.33","74.52","45","156.38","Improving"
"Ethiopia",2019,"Tap","Filtration","2669.56","63.35","160","136.65","Worsening"
"Ethiopia",2020,"Tap","Filtration","2416.00","43.04","90","118.88","Worsening"
"Ethiopia",2022,"Tap","Filtration","2646.00","74.89","50","148.43","Improving"
"Ethiopia",2002,"Well","Boiling","1477.10","39.00","100","124.23","N/A"
"Ethiopia",2003,"Well","Boiling","2999.00","84.68","70","154.69","Improving"
"Ethiopia",2004,"Well","Boiling","2137.17","98.82","30","177.45","Improving"
"Ethiopia",2006,"Well","Boiling","2632.13","38.76","160","112.44","Worsening"
"Ethiopia",2007,"Well","Boiling","2951.11","72.45","90","142.94","Improving"
"Ethiopia",2009,"Well","Boiling","2256.94","48.51","85","125.94","Worsening"
"Ethiopia",2014,"Well","Boiling","2853.67","75.05","45","146.51","Improving"
"Ethiopia",2019,"Well","Boiling","2669.56","41.60","160","114.90","Worsening"
"Ethiopia",2020,"Well","Boiling","2416.00","98.45","90","174.29","Improving"
"Ethiopia",2001,"Well","Chlorination","2173.40","60.46","150","138.73","N/A"
"Ethiopia",2009,"Well","Chlorination","2256.94","57.92","85","135.35","Worsening"
"Ethiopia",2010,"Well","Chlorination","2578.46","93.63","65","167.85","Improving"
"Ethiopia",2012,"Well","Chlorination","2233.21","43.62","140","121.29","Worsening"
"Ethiopia",2016,"Well","Chlorination","1814.33","95.04","45","176.90","Improving"
"Ethiopia",2017,"Well","Chlorination","2524.67","80.91","30","155.66","Worsening"
"Ethiopia",2018,"Well","Chlorination","1766.30","79.98","50","162.32","Improving"
"Ethiopia",2020,"Well","Chlorination","2416.00","62.95","180","138.79","Worsening"
"Ethiopia",2022,"Well","Chlorination","2646.00","34.39","50","107.93","Worsening"
"Ethiopia",2023,"Well","Chlorination","2936.33","73.73","45","144.37","Improving"
"Ethiopia",2002,"Well","Filtration","1477.10","62.90","50","148.13","N/A"
"Ethiopia",2008,"Well","Filtration","2478.33","46.36","45","121.58","Worsening"
"Ethiopia",2009,"Well","Filtration","2256.94","42.46","170","119.89","Worsening"
"Ethiopia",2010,"Well","Filtration","2578.46","58.00","130","132.22","Improving"
"Ethiopia",2015,"Well","Filtration","2663.44","39.14","45","112.51","Worsening"
