CountryID,Year,pH Level,Turbidity,Dissolved Oxygen,Nitrate Level,Lead Concentration,bacterial_count 
10,2011,6.15,3.59,6.07,43.1,16.28,3077
9,2020,8.27,0.23,3.89,38.6,17.18,3014
9,2009,6.47,1.02,6.25,13.7,2.38,3892
2,2022,6.64,2.8,4.15,48.69,5.67,1715
10,2019,6.13,1.61,8.11,37.15,14.67,452
7,2016,8.41,4.12,9.82,30.26,16.15,341
6,2010,8.13,3.92,6.29,46.09,7.08,392
9,2001,8.28,4.46,7.43,8.11,3.2,1269
2,2003,8.12,2.81,6.02,6.95,12.97,3050
10,2000,7.2,1.76,3.97,28.19,14.04,4059
6,2014,8.31,3.03,9.79,2.84,10.07,970
10,2012,8.42,0.45,3.91,33.2,2.9,2205
1,2007,7.26,0.05,3.78,12.04,16.89,4794
2,2024,6.44,0.09,6.21,5.95,12.91,165
6,2003,7.65,2.04,7.61,20.47,17.38,254
5,2009,8.44,1.14,5.48,23.3,18.66,301
4,2018,8.18,0.79,4.35,8.52,16.11,3103
4,2017,8.15,3.08,8.73,2.08,19.17,3840
6,2004,8.33,4.98,5.54,20.7,19.09,2556
10,2018,8.23,0.89,4.36,37.98,12.39,1505
2,2022,7.94,2.73,5.56,43.71,14.56,1256
4,2021,7.8,0.6,4.5,4.88,13.99,2262
2,2015,6.66,4.67,6.64,26.23,12.42,4340
4,2000,7.55,1.46,7.68,13.17,0.39,209
1,2011,7.3,4.39,8.6,18.73,7.12,3793
10,2023,8.15,1.42,4.59,46.67,2,4521
1,2001,7.23,4.03,4.17,17.6,6.01,3047
4,2020,6.32,1.05,3.14,18.27,1.37,980
5,2024,6.01,1.46,4.6,10.47,18.4,2119
5,2007,7.69,0.96,3.17,48,9.03,3745
1,2017,7.37,1.32,5.42,22.82,3.79,177
5,2024,6.83,4.17,4.02,28.52,11.7,1546
4,2015,6.42,3.2,7.06,22.66,3.93,2034
6,2004,7.17,2.03,5.69,12.65,16.09,298
1,2021,6.25,4.86,3.66,40.52,6.12,2567
8,2012,6.84,2.32,5.8,1.42,6.3,3566
10,2018,6.95,4.85,4.47,34.51,17.4,4039
5,2002,7.16,0.98,7.76,29.71,11.18,274
5,2007,7.17,4.52,5.55,7.21,17.75,2995
9,2011,6.64,0.07,4.03,8.3,8.26,52
7,2001,8.13,2.73,5.45,32.96,6.88,1423
1,2010,6.89,2.12,4.57,15.61,10.12,1627
3,2011,6.57,2.63,8.57,13.29,1.23,488
5,2017,6.44,2.77,9.88,2.96,3.08,2354
10,2012,6.81,1.95,3.18,38.32,4.39,416
8,2004,6.17,4.99,7.83,44.13,16.33,2556
5,2021,6.08,4.88,4.85,40.99,14.68,920
8,2011,7.51,4.81,3.46,23.3,3.87,1553
4,2001,7.55,4.9,3.1,26.7,5.53,2685
4,2004,7.32,3.97,9.17,12.11,18.89,665
7,2006,7.91,4.94,5.48,8.64,1.72,4101
6,2023,6.1,4.46,9.96,41.15,10.95,2469
3,2011,8.34,2.08,6.1,39.92,10.44,1474
9,2015,6.24,3.92,4.31,38.87,14.51,337
7,2022,7.69,4.56,8.44,23.17,5.23,3159
2,2007,6.33,3.56,9.49,43.23,18.7,268
9,2008,8.2,2.11,8.71,46.31,8.21,1087
1,2014,7.28,0.33,8.22,16.42,5.71,1293
10,2004,6.21,4.05,5.34,11.23,6.74,656
2,2012,7.54,4.76,3.45,23.21,6.97,2828
2,2004,6.02,1.81,4.41,8.97,3.98,3973
7,2010,7.94,0.76,6.13,44.2,18.56,4957
6,2009,7.63,1.63,9.69,16.9,3.5,1336
7,2019,6.53,2.91,8.06,28.81,17.66,2356
1,2012,6.94,1.58,8.8,29.74,8.1,1667
5,2008,6.02,3.05,4.94,25.75,5.39,1825
5,2020,7.73,4.83,7.79,7.83,3.97,4030
6,2013,6.81,3.35,9.04,49.55,10.09,1212
1,2017,7.43,1.81,6.36,8.63,13.39,2768
6,2014,8.39,4.68,6.01,37.58,17.96,4415
8,2009,6.75,2.83,8.04,39.57,13.05,3058
5,2023,8.48,0.64,6.92,7.26,9.67,444
2,2006,7.58,2.49,9.95,46.66,0.67,1397
3,2007,6.61,3.27,5.98,24.39,18.31,4381
10,2002,7.09,4.19,4.23,31.44,18.05,2218
1,2014,7.85,4.68,6.3,32.11,7.57,3676
9,2015,7.12,1.59,4.65,25.25,0.58,2310
6,2003,6.17,0.78,6.93,7.1,14.67,4040
10,2020,6.42,0.37,3.88,37.59,15.83,3606
9,2005,7.98,3.69,9.65,29.09,10.85,1827
10,2000,7.62,3.98,9.02,5.93,8.06,3219
3,2003,7.42,2.05,4.09,35.02,17.02,4688
9,2010,6.42,1.98,4.21,35.14,3.85,4511
7,2011,8.09,4.77,6.59,27.42,8.79,2072
4,2004,8.4,4.58,8.41,4.53,0.49,4189
7,2022,6.1,1.17,4.53,17.63,3.28,2330
5,2020,6.2,3.9,3.43,2.55,18.82,685
4,2015,8.21,3.11,6.82,23.88,11.56,4958
7,2012,8.04,0.77,7.84,45.32,16.11,684
4,2012,7.54,1.78,4.71,0.11,9.73,2937
4,2016,8.36,0.89,8.18,13.33,16.7,3711
2,2006,7.62,1.48,9.65,39.99,10.78,340
6,2007,6.54,3.08,3.96,0.49,0.09,4699
6,2012,7.82,1.88,6.58,0.51,17.99,733
2,2022,7.61,1.97,3.4,30.54,2.97,1496
10,2015,8.46,2.7,4.45,39.46,9.01,3893
8,2003,6.53,0.44,3.63,38.83,9.53,2954
10,2007,7.49,3.69,5.83,38.98,0.94,1131
9,2015,7.95,2.01,8.75,18.05,1.06,4635
9,2020,6.85,2.4,7.04,44.14,15.25,1732
4,2009,6.95,4.87,4.56,0.64,6.01,3035
7,2024,8.22,1.72,3.28,15.61,8.19,2713
7,2011,7.01,3.24,6.87,16.86,11.28,2479
6,2011,7.56,1.96,3.93,8.28,7.47,1419
1,2004,8.22,4.47,5.4,16.81,15.5,1989
10,2015,6.52,4.23,6.57,29.29,17.69,4710
5,2000,8.45,1.21,9.33,26.01,1.19,487
3,2008,7.75,3.46,3.57,15.97,12.71,3819
7,2011,7.24,0.33,7.68,37.47,6.35,1441
3,2004,7.08,4.82,3.1,35.74,11.67,2390
4,2021,8.39,1.74,7.41,14.03,9.68,1384
3,2019,6.51,4.16,6.86,16.16,6.67,2156
5,2021,6.78,1.59,8.68,14.38,1.9,4944
2,2023,6.77,3.16,6.72,6.44,11.19,4396
5,2002,6.72,4.92,5.47,37.64,2.26,1391
3,2004,7.17,4.38,4.7,2.31,3.12,4800
5,2001,8.47,0.8,3.6,7.53,19.64,3142
8,2013,8.22,2.74,6.74,5.27,6.33,268
4,2001,6.82,1.74,9.22,41.27,11.69,3917
10,2012,7.06,2.17,6.6,2.2,5.44,1524
2,2006,7.67,1.68,8.17,33.23,17.31,477
7,2009,6.04,1.68,5.09,2.22,5.67,4271
9,2012,8.05,2.71,6.14,39.32,7.34,238
10,2015,8.2,0.96,5.27,45.64,12.17,609
9,2013,8.14,2.69,3.76,24.34,17.4,4587
4,2010,6.94,1.39,5.92,40.23,16.32,4424
2,2009,7.15,1.44,8.35,35.32,5.28,3397
6,2005,6.03,3.69,5.76,39.78,16.59,4540
7,2003,7,0.15,7.55,38.34,14.02,4537
8,2020,7.15,1.9,8.31,10.27,19.8,4890
6,2000,8.27,2.04,5.26,24.98,18.71,1831
4,2006,8.23,2.43,8.58,48.02,10.66,4986
10,2023,8.42,3.35,5.37,17.18,15,1154
8,2008,8.21,1.85,4.79,48.52,11.4,1751
5,2007,6.02,1.07,4.56,29.16,11.9,3598
3,2004,7.6,4.42,4.4,23.08,2.03,2485
8,2018,6.17,4.91,8.16,32.89,0.04,3338
4,2009,6.68,0.1,9.21,40.79,0.96,2333
1,2010,7.45,2.73,4.61,19.71,19.33,4386
3,2024,7.75,1.71,3.6,1.65,2.53,4463
9,2014,7.64,1.38,5.2,35.44,0.89,4581
7,2005,6.12,1.68,7.6,47.81,6.19,167
9,2014,6.26,3.19,5.58,31.25,11.76,3542
8,2004,6.32,0.95,6.84,9.42,18.97,4009
9,2018,6.23,4.56,8.21,12.41,14,77
4,2021,6.45,2.33,5.86,45.49,5.53,2898
5,2018,7.72,1.63,10,0.68,18.78,1108
10,2009,8.08,3.83,5.09,27.44,0.72,891
7,2011,7.02,0.08,9.85,7.93,19.58,4756
9,2021,7.73,2.16,4.42,14.14,1.17,1224
9,2003,6.5,1.78,3.78,15.35,15.08,4684
8,2017,8.43,1.69,8.26,10.96,0.91,564
10,2015,6.87,1.69,7.92,39.62,18.63,2859
6,2007,8.11,0.16,8.68,16.61,2.17,301
9,2003,8.36,0.76,5.41,17.27,1.01,4389
4,2024,8.16,0.71,9.52,22.65,17.79,108
1,2022,6.17,4.94,3.84,45.11,1.92,2412
7,2011,7.63,0.11,3.21,34.41,15.96,2647
9,2001,6.3,0.84,5.1,3.09,14.94,2725
4,2003,6.01,4.87,8.58,1.96,11.98,3338
4,2004,6.13,3.14,7.71,28.32,7.56,2140
7,2002,8.29,2.25,6.05,44.35,18.31,4523
6,2008,8.27,0.39,4.79,16.16,17.42,4733
4,2020,6.56,3.35,3.41,12.39,8.52,3813
1,2017,7.37,0.69,5.36,37.41,4.63,4200
4,2010,8.39,3.36,6.22,30.1,5.45,2256
4,2002,7.24,4.9,7.81,28.25,4.41,3645
4,2024,6.98,2.66,7.52,7.47,10.83,3059
5,2022,7.21,1.07,9.63,8.8,17.37,2521
5,2001,7.98,3.13,3.7,14.09,15.47,3417
6,2008,7.19,2.56,5.35,10.34,15.91,11
9,2013,7.96,2.67,6.37,48.57,8.97,4744
4,2003,7.08,2.39,7.69,0.93,6.45,3266
10,2008,6.63,3.37,6.47,31.3,15.15,3145
9,2012,6.82,2.86,9.39,25.88,15.87,874
6,2017,6.19,4.93,7.26,16.16,13.91,2433
2,2014,7.24,4.13,3.28,44.38,0.64,883
9,2009,6.37,1.32,3.8,33.51,11.79,4650
9,2015,8.03,3.63,8.27,49.92,6.94,3985
3,2011,7.05,1.07,8.01,8.43,3.92,1579
8,2019,7.91,3.91,4.07,4.39,13.89,3771
3,2004,8.39,0.74,3.41,6.97,5.37,352
1,2001,8.12,2.37,7.05,13.46,18.26,1506
5,2009,8.38,3.95,7.45,20.84,5.96,3487
5,2000,7.42,1.4,3.95,43.13,11.1,2851
8,2006,6.41,4.19,6.32,14.18,16.56,2029
7,2016,8.34,3.22,5.14,45.76,8.04,1846
7,2015,8.17,1.99,9.52,23.15,16.57,2390
6,2023,8.16,2.12,4.53,32.35,14.47,4030
8,2002,7.73,4.63,8.13,13.22,18.42,3438
9,2013,7.56,1.09,6.63,7.8,6.52,2383
7,2009,6.04,3.47,3.08,43.47,2.1,3367
4,2021,7.87,3.54,6.62,5.48,8.61,4980
10,2006,6.23,4.61,3.7,38.7,15.72,1465
9,2016,6.65,3.57,7.61,29.05,9.01,2151
1,2005,7.38,2.92,6.96,43.06,5.24,3483
4,2022,7.13,4.51,3.07,35.89,0.55,573
4,2021,6.04,4.15,4.43,14.08,6.26,774
8,2003,8.06,3.58,8.43,28.72,14.27,3365
6,2016,8.2,0.16,4.93,0.65,2.95,4338
1,2008,7.7,1.87,6.49,23.76,6.82,3930
7,2003,7.35,3.16,5.18,4.3,0.4,2680
8,2006,8.4,2.61,9.45,21.45,14.44,4960
7,2022,6.3,1.6,6.76,5.48,17.61,2220
8,2001,7.84,0.72,7.87,47.77,11.37,1439
8,2016,6.32,2.76,3.58,26.15,0.52,713
8,2023,6.95,1.43,3.28,45.66,4.35,575
6,2007,7.46,1.17,4.81,1.12,8.77,2981
8,2022,7.84,1.99,5.16,31.88,11.75,69
2,2014,6.01,3.93,7.81,15.35,9.93,3764
10,2014,6.65,2.44,6.98,21.59,18.32,4938
7,2007,7.35,1.08,5.62,43.65,18.77,2376
9,2015,7.33,0.58,7.58,49,2.14,2205
3,2018,7.59,2.49,4.14,12.32,2.77,917
1,2010,6.76,3.97,3.44,47.41,7.16,2745
5,2001,7.35,3.26,8.98,34.44,8.42,742
6,2022,6.47,1.16,6.95,47.57,11.72,4150
9,2023,6.47,2.18,7.54,28.12,15.46,2533
4,2016,7.44,4.28,5.15,48.04,2.72,1837
2,2015,7.71,0.89,5.6,44.62,16.05,1376
5,2024,6.3,2.66,3.58,6.43,12.2,409
3,2014,6.31,1.78,9,15.54,19.62,3007
9,2012,7.41,0.62,7.15,12.15,13.02,2952
5,2014,6.68,0.25,3.59,28.6,14.32,4242
9,2003,6.98,2.78,8.63,40.14,3.9,1679
2,2015,7,0.1,6.11,37.97,15.38,1714
3,2011,6.45,0.52,8.36,36.34,1.59,1197
4,2003,6,1.74,3.09,18.76,13.13,2337
8,2002,8.13,0.22,3.2,6.98,1.11,3216
7,2021,7.79,2,4.2,10.53,2.3,2956
4,2016,7.73,0.65,4.48,37.08,2.16,3193
8,2021,7.37,1.75,8.35,7.38,1.05,26
6,2017,7.75,3.96,7.95,11.15,6.42,3137
10,2024,8.34,3.13,7.31,21.23,19.89,2973
1,2017,7.66,2.23,9.19,3.61,6.96,3165
1,2022,6.66,0.46,4.73,10.63,15.22,1090
7,2016,7.43,3.1,9.33,7.49,2.65,249
3,2011,7.11,0.82,9.37,47.57,9.09,141
2,2022,7.39,0.38,6.04,9.58,3.7,266
3,2020,7.29,3.32,3.66,43.09,3.84,4310
2,2023,8.15,4.56,8.09,5.74,1.99,488
3,2003,7.63,2.3,5.36,43.48,8.64,495
10,2011,6.47,0.2,8.56,29.97,1.51,479
6,2022,6.16,4.4,4.15,42.49,18.2,2690
6,2021,7.06,0.33,6.78,43.37,8.96,4096
8,2020,6.04,4.34,6.56,29.82,16.77,3080
5,2019,6.8,1.96,3.7,45.88,19.59,4936
6,2014,6.92,1.83,5.54,29.27,13.56,2427
6,2022,6.94,2.71,3.59,35.63,18.03,843
4,2015,8.45,4.79,6.25,20.8,2.71,3215
4,2004,6.76,4.49,8.9,45.7,16.6,3911
8,2020,6.66,2.35,4.89,41.21,5.42,4077
5,2014,6.32,3.48,8.35,8.34,9.45,2349
7,2016,7.28,2.9,4.28,28.82,12.93,649
4,2017,6.38,3.47,7.72,44.84,18.07,1893
7,2004,7.54,4.15,9.41,39.65,18.22,2856
9,2012,6.39,0.17,5.27,48.13,1.84,3250
4,2018,7.44,1.63,9.3,11.57,7.29,2386
10,2012,8.07,4.8,6.54,18.37,15.86,1725
5,2017,6.11,4.75,5.22,25.36,14.06,1354
8,2013,7.05,0.06,9.28,11.63,0.53,1293
9,2003,7.15,1.01,3.22,19.7,9,3046
5,2003,7.98,4.97,3.2,26.88,16.59,3258
10,2019,7.17,2.46,7.2,9.57,14.75,2713
5,2019,7.42,2.86,8.58,12.83,8.24,403
10,2018,7.98,0.83,8.26,6.24,14.7,3972
10,2012,7.4,4.47,3.56,35.67,11.02,4032
7,2011,6.9,1.16,9.65,18.08,18.25,1546
3,2006,6.21,0.95,7.92,11.01,11.74,2606
9,2024,7.82,1.14,9.64,25.37,8.01,2825
5,2011,8.18,4.6,5.3,3.41,17.26,1852
2,2020,8.43,3.51,7.86,46.17,1,4206
9,2003,8.32,3.84,9.02,14.72,18.01,812
3,2001,7.99,1.89,5.66,44.32,13.93,3374
9,2001,7.61,4.55,9.75,24.88,18.81,929
6,2004,7.95,3.95,4.85,42.51,5.01,4981
2,2022,7.08,3.75,5.21,12.35,13.9,4075
3,2009,7.49,4.85,9.44,8.76,16.19,3323
7,2009,6.87,1.83,9.79,42.47,14.04,174
5,2008,6.82,3.05,5,10.65,4.21,1363
1,2012,7.89,4.55,3.95,37.31,5.51,2895
3,2006,7.13,3.95,8.31,17.23,11.33,1037
8,2004,6.53,2.82,9.51,37.41,8.94,3011
5,2009,6.5,0.38,7.2,45.38,14.7,2090
3,2009,8.15,3.26,7.44,49.08,7.57,460
6,2005,7.69,2.63,8.34,17.99,17.19,2752
1,2018,7.37,0.92,4.07,18.38,8.64,148
6,2020,7,4.41,9.81,49.07,0.8,4433
1,2007,7.08,1.72,5.55,43.08,0.35,1133
8,2000,6.14,1.94,7.4,2.25,12.93,353
5,2016,7.14,3.36,6.28,28.67,10.81,1107
7,2006,7.99,2.44,6.28,9.06,10.85,2602
6,2013,6.97,0.45,7.92,49.7,15.8,2113
6,2020,6.96,1.94,9.96,6.95,7.51,4094
10,2020,6.04,0.47,7.61,27.97,19.91,3685
1,2016,7.14,0.95,8.56,33.26,18.91,3206
4,2008,6.06,0.04,3.19,46.85,0.26,1109
5,2016,7.43,0.91,8.67,42.36,17.91,4179
1,2004,7.27,1.65,5.1,12.29,13.61,1977
10,2024,8.1,2.69,3.89,28.63,10.04,226
9,2019,7.45,4.6,3.79,47.68,11.65,2939
1,2007,6.81,2.7,7.76,36.79,16.84,1012
7,2005,7.29,3.53,9.98,34.42,19.02,4115
5,2010,7.75,1.79,7.66,37.75,11.21,3106
10,2018,6.23,3.76,4.84,16.13,3.63,3936
9,2003,7.55,3.1,4.42,36.46,12.8,2802
2,2017,8.29,2.3,6.68,11.64,1.52,1466
10,2000,6.75,0.97,3.46,21.41,12.7,2988
2,2012,7.57,1.52,5.8,44.5,16.17,269
5,2013,8.05,3.1,7.66,0.95,7.07,3806
6,2023,7.28,2.13,9.77,20.72,1.42,1531
10,2000,7.79,4.45,5.98,13.34,13.84,303
8,2010,6.78,1.17,4.4,9.93,6.79,4905
2,2016,6.77,0.37,8.72,41.93,4.98,1932
7,2003,7.67,2.95,8.21,34.82,13.78,2040
8,2011,7.76,4.43,9.02,5.63,19.39,4021
3,2009,8.34,1.82,4.5,24.72,14.91,141
3,2005,6.56,3.24,5.83,23.35,9.83,808
9,2024,7.17,1.16,9.87,7.13,12.01,947
6,2000,6.63,2.79,4.11,39.99,2.85,3951
5,2006,6.2,3.93,7.7,18.33,16.26,3412
10,2020,7.01,4.34,4.66,38.1,12.09,2292
4,2015,6.94,0.53,6.5,9.6,19.32,765
7,2023,6.68,1.78,8.6,15.75,19.59,2923
2,2013,6.74,3.2,6.42,4.76,7.09,938
5,2022,6.9,0.17,8.64,7.17,19.77,2496
8,2019,8.47,3.45,5.98,44.16,19.14,3562
3,2019,7.96,2.64,10,5.46,12.8,1262
7,2005,6.18,1.44,6.05,4.79,6.67,542
4,2021,8.18,4.07,4.05,47.02,15.07,2679
10,2024,7.58,1.45,5.81,32.3,5.42,2954
9,2004,8.23,4.96,8.2,5.05,12.6,2931
4,2023,6.85,4.08,8.94,48.59,0.49,2781
7,2020,7.16,3.54,6.22,7.36,12.57,4239
4,2017,8.24,0.31,7.16,38.32,19.03,2991
7,2014,6.68,4.52,8.91,1.74,4.7,2612
7,2005,8.29,3.95,8.69,31.23,15.56,3648
1,2024,8.07,1.15,7.6,27.34,5.87,1199
2,2018,8.45,1.96,8.71,10.4,14.16,2117
3,2000,6.81,1.34,7.03,32.16,14,2680
1,2000,6.59,4.92,3.03,30.85,3.69,2848
10,2012,6.83,4.27,3.29,39.92,11.94,4688
1,2002,8.39,4.65,9.86,43.79,17.18,4662
6,2009,6.83,3.94,4.01,25.51,7.65,4786
6,2020,7.41,2.28,5.83,24.51,14.21,3681
3,2002,7.01,1.03,9.54,31.08,13.49,3495
4,2008,6.99,1.04,4.37,36.46,5.15,664
2,2007,6.48,0.76,8.91,17.81,18.37,4501
3,2002,7.34,2.73,8.73,25.23,11.27,3162
7,2024,8.12,4.6,9.9,29.26,7.11,3365
8,2012,6.12,4.96,4.97,49.42,3.29,1416
2,2005,8.22,1.44,5.21,29.39,9.47,3108
2,2012,7.66,3.49,9.32,11.21,14.6,516
7,2022,7.54,2.99,4.64,29.4,12.47,849
7,2019,7.56,2.44,6.84,40.97,14.54,1901
9,2019,6.74,3.33,7.95,42.87,15.84,907
3,2011,7.04,1.86,4.9,40.01,8.82,315
7,2012,8,4.72,9.57,44.41,10.4,3243
6,2001,6.77,3.53,7.66,16.74,19.73,1507
10,2020,7.18,3.77,3.33,25.38,19.36,4122
8,2023,6.05,1.21,3.95,38.98,8.3,1518
3,2022,7.83,0.84,4.34,13.22,13.7,4150
5,2015,7.04,1.97,4.71,18.58,5.35,1934
6,2022,7.31,3.83,8.11,41.56,3.05,4344
4,2005,6.29,4.69,3.62,38.5,15.37,1801
7,2018,8.48,2.14,5.45,48.56,8.72,2622
5,2020,6.76,3.87,9.38,49.8,3.54,856
7,2012,7.59,2.35,6.9,12.04,15.18,1876
2,2016,7.45,1.48,4.86,45.02,18.3,1525
6,2022,7.96,3.7,9.7,4.73,18.67,1416
2,2008,6.73,3.99,4.71,35.49,11.93,3479
9,2016,7.89,1.01,9.34,11,9.59,3871
2,2001,6.96,1.53,8.08,15.02,2.84,1794
9,2018,7.03,2.47,8.18,47.32,15.86,3065
9,2018,7.68,0.93,8.35,13.16,18.91,2720
5,2023,7.96,4.64,6.55,33.66,17.79,4204
7,2006,7.67,2.96,8.7,8.91,15.04,3676
4,2021,8.25,0.61,8.85,4.67,0.09,352
2,2009,6.71,0.92,5.52,16.97,8.16,3231
6,2009,8.25,4.77,5.8,31.21,8.21,1427
9,2019,6.33,3.69,9.22,12.4,17.89,2192
7,2008,7.65,3.67,6.67,15.01,1.31,1777
8,2016,7.37,0.36,9.07,35.44,10.62,3536
3,2014,7.24,4.48,7.39,5.14,2.72,1116
5,2001,6.78,2.22,7.15,22.35,13.25,2320
4,2003,7.26,3.3,3.22,47.09,15.85,533
1,2018,6.4,4.8,4.95,19.85,12.84,1217
5,2016,6.92,0.5,6.51,21.71,15.89,2988
8,2004,6.25,2.41,7.11,36.91,12.15,2228
3,2006,7.43,0.25,7.41,38.95,3.8,1979
8,2017,6.24,2.5,8.01,38.48,7.65,2076
2,2020,6.4,1.26,7.59,49.89,19.14,531
9,2021,6.21,4.56,8.94,3.57,5.76,3076
4,2006,6.95,1.99,5.07,49.11,1.26,1944
10,2016,8.1,3.17,7.49,47.51,7.7,4235
9,2006,8.27,4.3,3.36,42.61,7.33,3099
10,2003,6.18,4.92,6.36,22.71,9.41,4357
3,2007,7.59,2.52,4.88,43.55,11.21,3829
7,2012,7.71,2.28,5.67,11.04,19.85,4114
1,2003,7.33,0.38,5.48,39.58,15.12,2584
6,2005,7.67,0.06,3.42,9.26,0.72,1548
9,2024,6.58,3.04,6.27,40.77,14.25,1488
4,2004,7.22,0.33,9.96,30.73,16.48,3659
8,2011,6.98,1.9,5.09,4.9,17.91,227
4,2003,6.22,0.02,8.15,44.77,8.48,4471
3,2023,7.56,3.08,6.83,28.9,6.27,4831
10,2008,7.24,2.13,5.28,32.81,16.79,4352
8,2003,6.69,0.64,3.63,14.18,15.55,4928
6,2018,7.18,1.48,4.51,43.58,10.72,4796
6,2023,7.94,2.85,8.47,27.26,2.36,698
9,2013,8,3.28,4.95,21.06,13.04,437
3,2004,7.62,2.31,4.01,26.71,1.31,1684
7,2017,7.17,4.02,5.32,35.17,2.01,2153
3,2009,7.44,0.56,7.09,34.75,6.62,4710
10,2024,6.96,0.42,7.92,17.88,7.42,2914
4,2018,6.32,0.22,5.71,19.26,9.24,3217
6,2011,6.96,2.68,6.49,28.11,6.78,959
4,2017,7.33,3.53,6.18,46.22,0.68,1839
4,2016,7.5,0.65,3.06,37.27,3.15,277
4,2023,8.34,3.19,5.77,19.52,2.3,4220
6,2010,7.94,2.38,7.11,16.85,8.62,3756
5,2002,6.38,4.94,6.99,26.18,4.24,1343
2,2022,6.44,3.59,8.25,43.5,5.87,4770
10,2016,6.25,3.29,7.69,0.43,9.43,714
5,2000,7.85,2.85,4.94,35.52,4.71,1505
10,2014,7.77,4.99,4.79,14.73,4.92,3921
8,2008,8.47,4.9,6.25,10.42,16.66,2714
3,2014,7.31,2.69,8.13,0.61,10.96,1347
3,2023,8.07,2.28,3.66,44.83,17.14,2442
1,2002,7.44,2.31,9.64,45.61,10.29,4868
3,2021,8.19,2.14,6.8,3.07,18.19,3960
6,2018,7.8,2.66,5.14,26.09,5.09,1752
7,2012,7.61,1.37,7.85,7.63,12.33,2505
9,2011,7.41,4.63,3.31,37.93,10.06,1737
1,2019,7.81,2.45,6.39,33.27,18.37,4169
9,2000,7.05,4.21,6.4,14.86,8.37,1108
10,2020,6.24,2.38,4.13,5.85,17.1,2679
9,2016,6.1,3.59,8.86,41.56,11.28,1037
9,2012,7.2,1.68,8.58,33.71,14.17,911
1,2000,7.5,3.12,4.07,0.34,17.74,4889
8,2009,6.2,2.49,5.55,31.39,19.94,2096
4,2014,6.72,1.84,3.7,40.51,14.62,3013
3,2006,6.81,4.41,8.94,29.54,6.29,358
3,2021,7.41,0.56,5.26,21.24,5.98,1076
6,2017,6.7,2.43,6.08,29.2,6.18,2103
1,2015,6.24,0.97,5.27,30.99,1.96,4974
6,2013,6.41,4.31,5.17,32,1.07,3527
7,2017,6.43,1.27,8.23,48.35,11.62,2302
7,2006,8.11,3.17,8.23,8.93,16.21,4100
6,2016,6.71,0.83,6.62,31.15,0.72,1604
1,2017,7.79,2.02,7.6,9.4,11.33,1075
6,2011,7.42,4.5,6.58,10.5,7.44,4048
3,2007,8.44,0.83,3.2,33.46,17.85,328
5,2021,6.68,3.32,3.46,45.8,2.91,3232
2,2001,6.4,1.02,5.69,7.95,11.27,3477
9,2006,6.13,2.08,8.25,48.12,19.42,1002
2,2003,6.6,2.7,9.39,15.97,6.9,4878
1,2017,7.71,2.89,3.21,19.57,14.84,576
2,2005,6.21,3.01,5.58,7.68,17.65,326
7,2008,6.61,3.2,4.57,30.79,3.72,1527
10,2008,8.14,1.36,8.71,29.82,19.85,2821
9,2013,7.46,2.01,8.92,22.11,16.19,1465
4,2007,6.17,0.19,4.44,23.8,2.75,3225
1,2018,6.12,3.84,7.98,31.15,6.22,2281
9,2002,6.15,4.19,8.12,29.17,12.5,4747
2,2017,8.35,1,4.24,18.71,17.7,2380
7,2004,8.12,1.01,6.04,44.21,3.9,494
8,2013,8.11,0.21,7.34,33.38,14.62,1138
5,2003,8.31,4.85,3.18,10.27,5.41,2416
4,2006,7.26,4.04,5.83,16,16.11,1356
5,2019,6.62,1.8,4.08,39.39,13.67,1153
9,2024,7,2.41,6.79,5.23,10.46,3249
7,2011,7.8,1.46,8.9,37.51,13,2142
7,2001,8.19,2.99,6.67,17.94,17.53,3388
2,2010,7.09,3.59,3.25,27.58,7.73,1124
3,2013,7.34,2.24,3.21,14.03,15.39,801
2,2021,8.33,4.37,7.24,49.32,3.18,2042
3,2022,6.27,2.59,5.3,45.29,14.02,207
3,2015,8.16,0.72,7.01,46.42,15.01,2654
4,2019,6.4,3.11,4.15,9.24,8.86,472
2,2005,7.21,2.31,8.44,42.08,15.87,1638
8,2022,6.55,4.68,9.03,26.77,11.14,135
6,2003,7.51,1.96,9.22,35.39,18.73,4356
6,2014,7.4,2.01,5.13,10.88,2.25,1170
2,2023,6.95,3.25,7.63,35.6,2.62,457
2,2024,8.16,2.63,4.95,45.71,16.85,1436
5,2000,7.65,1.87,8.34,13.37,16.85,3571
4,2006,7.8,4.95,3.84,11.67,9.42,2148
2,2024,6.38,1.51,8.34,5.22,19.28,4242
5,2011,8.21,1.39,6.08,13.34,13.59,4812
3,2009,6.42,4.32,8.99,26.79,19.66,506
7,2004,6.56,0.02,8.17,41.64,10.65,2605
7,2011,6.32,1.01,5.64,13.94,4.03,2383
3,2017,7.1,2.95,9.32,31.06,8.89,445
1,2009,8.22,0.81,4.98,23.98,19.61,2781
5,2005,6.63,4.93,9.77,14.43,7.41,443
5,2011,6.93,2.32,8.37,25.52,19.14,117
3,2006,8.12,2.99,9.93,8.4,15.94,1540
8,2017,7.54,0.8,3.38,31.98,8.84,2770
10,2001,7.88,1.45,4.92,5.78,10.84,566
9,2009,6.54,3.07,8.19,36.55,12.15,3602
3,2014,7.79,2.75,9.46,8.89,13.32,1936
2,2011,6.57,3.92,3.2,49.91,1.53,4183
